date,r_pct,sigma_pct
2020-01-02,0.83438953623158,0.519802874576589
2020-01-03,-0.70849093649538,0.5857828958772614
2020-01-06,0.35271451942726,0.6444795976062179
2020-01-07,-0.28071750845946,0.6125599587080846
2020-01-08,0.48904734856413995,0.5949316323911422
2020-01-09,0.66332141169063,0.5842533357918714
2020-01-10,-0.28592624875063,0.6009337250387954
2020-01-13,0.69519940459343,0.5857968278330303
2020-01-14,-0.15156808368956,0.6076449032499032
2020-01-15,0.18684502436876,0.5790582255679739
2020-01-16,0.83317474222326,0.5472764617544627
2020-01-17,0.38547232474837,0.6055111284170005
2020-01-21,-0.26555003695847,0.5821535728907111
2020-01-22,0.028903429668140003,0.5678958228346004
2020-01-23,0.1140326193358,0.5365978080582997
2020-01-24,-0.90832894261936,0.5093029904366545
2020-01-27,-1.58557523568436,0.640490560057451
2020-01-28,1.00033835003525,0.9222391895959735
2020-01-29,-0.08672501435853,0.9290728760368504
2020-01-30,0.31294569302104003,0.855551818436465
2020-01-31,-1.78644435713621,0.79313022935769
2020-02-03,0.7228425761232,1.0740557160643982
2020-02-04,1.4869315917506298,1.0167642460391557
2020-02-05,1.11877786589733,1.1000516707827492
2020-02-06,0.33201550570023,1.0935675191001526
2020-02-07,-0.54154910094599,1.0037922072309338
2020-02-10,0.72996901205737,0.9557529449421168
2020-02-11,0.16870486860032,0.9166744139640917
2020-02-12,0.6441853105203,0.8421750783734455
2020-02-13,-0.16317763599893,0.810092765164728
2020-02-14,0.18418360984853,0.7546681184298718
2020-02-18,-0.2924213986148,0.6998089532984446
2020-02-19,0.46947482842849,0.6697169875703753
2020-02-20,-0.38228174279967997,0.644592315376637
2020-02-21,-1.0573809232820202,0.6337260770470821
2020-02-24,-3.4088079420440502,0.7628046258166382
2020-02-25,-3.07479043753531,1.627018942365328
2020-02-26,-0.37856973235292,1.983505741314989
2020-02-27,-4.51681363522622,1.8056081205488026
2020-02-28,-0.82724631096526,2.530183342795173
2020-03-02,4.50108687694132,2.318206898514971
2020-03-03,-2.85104849229149,2.7962848652017485
2020-03-04,4.1336349360634,2.810130628393575
2020-03-05,-3.4510782439982104,3.0532394641720346
2020-03-06,-1.7200943652385399,3.1307432954918277
2020-03-09,-7.9010412940371895,2.9264018097249997
2020-03-10,4.82150524258591,4.26683571872405
2020-03-11,-5.01028928086055,4.331439688467967
2020-03-12,-9.99448524024728,4.454136595935597
2020-03-13,8.88084069492354,5.832732366247549
